1.0000000000 ,0.1521393238 ,0.1521417371 ,0.1192315703 ,0.1192228987 ,0.0816591666 ,0.0162040787 ,0.0536800335 ,0.2014329542 ,0.1521092943 ,0.0816576438 ,0.0969268538 ,0.1192325749 ,0.0969148829 ,0.0132174726 ,0.0969214315 ,0.0816561401 ,0.0273597314 ,0.1192330804 ,0.0207013745 ,0.1192295863 
0.1521393238 ,1.0000000000 ,0.5852493450 ,0.6336377551 ,0.5694204018 ,0.7662076891 ,0.2157899191 ,0.0641554507 ,0.7027321175 ,0.4876194086 ,0.5974057511 ,0.8219164535 ,0.6374979633 ,0.5154370338 ,0.3886037424 ,0.5928551924 ,0.5802872305 ,0.3915773678 ,0.6317197718 ,0.4156051861 ,0.6260139000 
0.1521417371 ,0.5852493450 ,1.0000000000 ,0.5710762826 ,0.5302042410 ,0.5326469176 ,0.2248637560 ,0.0641540652 ,0.6491610901 ,0.4841572384 ,0.5343167607 ,0.5506017945 ,0.5744089730 ,0.5019617568 ,0.3464173480 ,0.5326134957 ,0.5293281896 ,0.3429468927 ,0.5694204018 ,0.3683737935 ,0.5644942675 
0.1192315703 ,0.6336377551 ,0.5710762826 ,1.0000000000 ,0.5682882593 ,0.5848968066 ,0.2271522976 ,0.0579165049 ,0.7019392030 ,0.4655270918 ,0.5992560346 ,0.6149316862 ,0.6378379567 ,0.5094091145 ,0.4113728620 ,0.5965467360 ,0.5808710844 ,0.4160833763 ,0.6357607120 ,0.4429808258 ,0.6295810481 
0.1192228987 ,0.5694204018 ,0.5302042410 ,0.5682882593 ,1.0000000000 ,0.5208515193 ,0.2169367495 ,0.0579141649 ,0.7913940163 ,0.4536165643 ,0.5297063372 ,0.5453819888 ,0.5682882593 ,0.4779754536 ,0.3616857211 ,0.5295759375 ,0.5243711570 ,0.3676322183 ,0.5665023945 ,0.3902857162 ,0.5611895661 
0.0816591666 ,0.7662076891 ,0.5326469176 ,0.5848968066 ,0.5208515193 ,1.0000000000 ,0.2176087131 ,0.0508453549 ,0.6457618655 ,0.4170451545 ,0.5480034934 ,0.9025956077 ,0.5848968066 ,0.4669492389 ,0.4013378853 ,0.5451450164 ,0.5301509826 ,0.3991789773 ,0.5828797202 ,0.4288444788 ,0.5768790232 
0.0162040787 ,0.2157899191 ,0.2248637560 ,0.2271522976 ,0.2169367495 ,0.2176087131 ,1.0000000000 ,0.1405968056 ,0.2334207163 ,0.1711726438 ,0.2201892905 ,0.2223119705 ,0.2254137671 ,0.2163407952 ,0.2077229890 ,0.2146667294 ,0.2263385522 ,0.2473397817 ,0.2245499608 ,0.2506118358 ,0.2219801947 
0.0536800335 ,0.0641554507 ,0.0641540652 ,0.0579165049 ,0.0579141649 ,0.0508453549 ,0.1405968056 ,1.0000000000 ,0.0735847014 ,0.0641462369 ,0.0508457606 ,0.0537123778 ,0.0579167760 ,0.0537109146 ,0.1303932488 ,0.0537109146 ,0.0508448217 ,0.1786543395 ,0.0579163702 ,0.2866262518 ,0.0579162361 
0.2014329542 ,0.7027321175 ,0.6491610901 ,0.7019392030 ,0.7913940163 ,0.6457618655 ,0.2334207163 ,0.0735847014 ,1.0000000000 ,0.5438754466 ,0.6595307265 ,0.6767498834 ,0.7019392030 ,0.5851128477 ,0.4094498106 ,0.6591208142 ,0.6457618655 ,0.4191154070 ,0.6999473624 ,0.4410411286 ,0.6940217699 
0.1521092943 ,0.4876194086 ,0.4841572384 ,0.4655270918 ,0.4536165643 ,0.4170451545 ,0.1711726438 ,0.0641462369 ,0.5438754466 ,1.0000000000 ,0.5019903625 ,0.4417199134 ,0.4655270918 ,0.4964144959 ,0.2574077467 ,0.4286456050 ,0.4170451545 ,0.2590181822 ,0.4619012838 ,0.2776302283 ,0.4583208563 
0.0816576438 ,0.5974057511 ,0.5343167607 ,0.5992560346 ,0.5297063372 ,0.5480034934 ,0.2201892905 ,0.0508457606 ,0.6595307265 ,0.5019903625 ,1.0000000000 ,0.5815374991 ,0.6034367786 ,0.5178200269 ,0.4062847446 ,0.5589718050 ,0.5439777712 ,0.4103407362 ,0.5971787898 ,0.4375518369 ,0.5909991260 
0.0969268538 ,0.8219164535 ,0.5506017945 ,0.6149316862 ,0.5453819888 ,0.9025956077 ,0.2223119705 ,0.0537123778 ,0.6767498834 ,0.4417199134 ,0.5815374991 ,1.0000000000 ,0.6191124302 ,0.4871033934 ,0.4083523873 ,0.5742410150 ,0.5589718050 ,0.4126724262 ,0.6128544415 ,0.4397570349 ,0.6066747776 
0.1192325749 ,0.6374979633 ,0.5744089730 ,0.6378379567 ,0.5682882593 ,0.5848968066 ,0.2254137671 ,0.0579167760 ,0.7019392030 ,0.4655270918 ,0.6034367786 ,0.6191124302 ,1.0000000000 ,0.5094091145 ,0.4113728620 ,0.7596920999 ,0.6392077707 ,0.4160833763 ,0.6357607120 ,0.4429808258 ,0.7096773206 
0.0969148829 ,0.5154370338 ,0.5019617568 ,0.5094091145 ,0.4779754536 ,0.4669492389 ,0.2163407952 ,0.0537109146 ,0.5851128477 ,0.4964144959 ,0.5178200269 ,0.4871033934 ,0.5094091145 ,1.0000000000 ,0.3321715921 ,0.4726312143 ,0.4734762185 ,0.3306472982 ,0.5077739587 ,0.3589643935 ,0.5029094798 
0.0132174726 ,0.3886037424 ,0.3464173480 ,0.4113728620 ,0.3616857211 ,0.4013378853 ,0.2077229890 ,0.1303932488 ,0.4094498106 ,0.2574077467 ,0.4062847446 ,0.4083523873 ,0.4113728620 ,0.3321715921 ,1.0000000000 ,0.3936967789 ,0.3916291362 ,0.3734364437 ,0.4130357092 ,0.3841380729 ,0.4047908469 
0.0969214315 ,0.5928551924 ,0.5326134957 ,0.5965467360 ,0.5295759375 ,0.5451450164 ,0.2146667294 ,0.0537109146 ,0.6591208142 ,0.4286456050 ,0.5589718050 ,0.5742410150 ,0.7596920999 ,0.4726312143 ,0.3936967789 ,1.0000000000 ,0.5872544112 ,0.3983813806 ,0.5945465154 ,0.4242142028 ,0.6557734959 
0.0816561401 ,0.5802872305 ,0.5293281896 ,0.5808710844 ,0.5243711570 ,0.5301509826 ,0.2263385522 ,0.0508448217 ,0.6457618655 ,0.4170451545 ,0.5439777712 ,0.5589718050 ,0.6392077707 ,0.4734762185 ,0.3916291362 ,0.5872544112 ,1.0000000000 ,0.3991789773 ,0.5788708638 ,0.4288444788 ,0.7145951512 
0.0273597314 ,0.3915773678 ,0.3429468927 ,0.4160833763 ,0.3676322183 ,0.3991789773 ,0.2473397817 ,0.1786543395 ,0.4191154070 ,0.2590181822 ,0.4103407362 ,0.4126724262 ,0.4160833763 ,0.3306472982 ,0.3734364437 ,0.3983813806 ,0.3991789773 ,1.0000000000 ,0.4144686861 ,0.4208794534 ,0.4096650909 
0.1192330804 ,0.6317197718 ,0.5694204018 ,0.6357607120 ,0.5665023945 ,0.5828797202 ,0.2245499608 ,0.0579163702 ,0.6999473624 ,0.4619012838 ,0.5971787898 ,0.6128544415 ,0.6357607120 ,0.5077739587 ,0.4130357092 ,0.5945465154 ,0.5788708638 ,0.4144686861 ,1.0000000000 ,0.4412247010 ,0.6275383959 
0.0207013745 ,0.4156051861 ,0.3683737935 ,0.4429808258 ,0.3902857162 ,0.4288444788 ,0.2506118358 ,0.2866262518 ,0.4410411286 ,0.2776302283 ,0.4375518369 ,0.4397570349 ,0.4429808258 ,0.3589643935 ,0.3841380729 ,0.4242142028 ,0.4288444788 ,0.4208794534 ,0.4412247010 ,1.0000000000 ,0.4360003475 
0.1192295863 ,0.6260139000 ,0.5644942675 ,0.6295810481 ,0.5611895661 ,0.5768790232 ,0.2219801947 ,0.0579162361 ,0.6940217699 ,0.4583208563 ,0.5909991260 ,0.6066747776 ,0.7096773206 ,0.5029094798 ,0.4047908469 ,0.6557734959 ,0.7145951512 ,0.4096650909 ,0.6275383959 ,0.4360003475 ,1.0000000000 
